epoch,step,test_acc,test_auroc,test_loss,test_map,train_acc,train_auroc,train_loss,train_map,val_acc,val_auroc,val_loss,val_map
0,4,,,,,,,,,0.0,0.5412899851799011,0.4695798456668854,0.24359004199504852
0,4,,,,,,0.5131012201309204,,0.2091197371482849,,,,
1,9,,,,,0.0,,0.44502681493759155,,,,,
1,9,,,,,,,,,0.0,0.5411834716796875,0.46297168731689453,0.22523385286331177
1,9,,,,,,0.5296505689620972,,0.20752666890621185,,,,
2,14,,,,,,,,,0.0,0.5654260516166687,0.4325825273990631,0.22282399237155914
2,14,,,,,,0.5655440092086792,,0.22235049307346344,,,,
3,19,,,,,0.0,,0.36538851261138916,,,,,
3,19,,,,,,,,,0.0,0.5823897123336792,0.4322219789028168,0.2324153333902359
3,19,,,,,,0.6072027087211609,,0.24638278782367706,,,,
4,24,,,,,,,,,0.0555555559694767,0.5993392467498779,0.4293123781681061,0.2422214299440384
4,24,,,,,,0.6428021192550659,,0.2797691524028778,,,,
5,29,,,,,0.1538461595773697,,0.3081652522087097,,,,,
5,29,,,,,,,,,0.1111111119389534,0.6131307482719421,0.4163776934146881,0.26069140434265137
5,29,,,,,,0.6740902662277222,,0.3114814758300781,,,,
6,34,,,,,,,,,0.1388888955116272,0.6260116100311279,0.42267000675201416,0.2782037854194641
6,34,,,,,,0.6985122561454773,,0.34895989298820496,,,,
7,39,,,,,0.46153849363327026,,0.2610727846622467,,,,,
7,39,,,,,,,,,0.1666666716337204,0.63603276014328,0.41902172565460205,0.29119575023651123
7,39,,,,,,0.7201650738716125,,0.3812307119369507,,,,
8,44,,,,,,,,,0.1666666716337204,0.6445205807685852,0.4205615222454071,0.3016490936279297
8,44,,,,,,0.7366152405738831,,0.4097048342227936,,,,
9,49,,,,,0.38461539149284363,,0.22491160035133362,,,,,
9,49,,,,,,,,,0.1666666716337204,0.6526287794113159,0.41770708560943604,0.3104562759399414
9,49,,,,,,0.7511351704597473,,0.4355490207672119,,,,
10,54,,,,,,,,,0.1666666716337204,0.6591731905937195,0.41537731885910034,0.31816932559013367
10,54,,,,,,0.7641478180885315,,0.4620593190193176,,,,
11,59,,,,,0.38461539149284363,,0.2164846658706665,,,,,
11,59,,,,,,,,,0.1666666716337204,0.6647130846977234,0.4128531217575073,0.32496964931488037
11,59,,,,,,0.7748327851295471,,0.4830094575881958,,,,
12,64,,,,,,,,,0.1666666716337204,0.6694368720054626,0.412792444229126,0.3309227526187897
12,64,,,,,,0.7837622165679932,,0.5001994967460632,,,,
13,69,,,,,0.38461539149284363,,0.21286343038082123,,,,,
13,69,,,,,,,,,0.1666666716337204,0.6735693216323853,0.41414281725883484,0.33627334237098694
13,69,,,,,,0.7913779616355896,,0.5148990154266357,,,,
14,74,,,,,,,,,0.1666666716337204,0.6771909594535828,0.4148458242416382,0.34111082553863525
14,74,,,,,,0.7979916930198669,,0.5276983976364136,,,,
15,79,,,,,0.38461539149284363,,0.21046341955661774,,,,,
15,79,,,,,,,,,0.1666666716337204,0.6804778575897217,0.41442641615867615,0.34563276171684265
15,79,,,,,,0.8037876486778259,,0.5389413833618164,,,,
16,84,,,,,,,,,0.1666666716337204,0.6834462285041809,0.4137025773525238,0.34987857937812805
16,84,,,,,,0.8089030385017395,,0.5488478541374207,,,,
17,89,,,,,0.38461539149284363,,0.20771349966526031,,,,,
17,89,,,,,,,,,0.1666666716337204,0.6860910654067993,0.41362980008125305,0.35374072194099426
17,89,,,,,,0.8134647607803345,,0.5576871037483215,,,,
18,90,0.08888889104127884,0.6645002365112305,0.4294296205043793,0.36059892177581787,,,,,,,,
